Vehicle No.,DATE,Time,State,Location
"APOTEF S135
",2022-11-11,12:10:29.448287,Andhra Pradesh,"Ward 90, South Zone, Coimbatore South, Coimbatore District, Tamil Nadu, 641042, India"
